-4.495297243148843602e-01 -3.548214464801366930e-01 -5.201652345485596740e-01 -4.850767266906182984e-01 -5.297007571699170470e-01 -6.149246213053076726e-01 -7.889180050574726710e-01 -3.933165796837419514e-01 -4.807250389173448601e-01 -5.177034089502753345e-01 -7.475928889623324469e-01 -3.594806221953357750e-01 -3.565271899430386693e-01 -6.323922580576613051e-01 -4.763756477900004116e-01 -6.139134721956840401e-01 -6.051073191570061072e-01 -4.247584803638390083e-01 -6.133591368937231225e-01 -5.491216125339892784e-01
-2.476098724963496367e-01 -1.743171634614533727e-01 -3.192570685369046091e-01 -3.149776080126501232e-01 -3.397505029621552541e-01 -4.154400321518745831e-01 -5.616362684728128940e-01 -2.031144592790324332e-01 -2.624945147744729979e-01 -3.393508074326954116e-01 -5.152578912187985027e-01 -1.810255814945222197e-01 -1.641956475158742323e-01 -4.512579150391128890e-01 -2.657209149169675322e-01 -4.038909124769779480e-01 -3.983600323376098595e-01 -2.228938491462895410e-01 -4.154261369673807325e-01 -3.471346651136009154e-01
-5.590356141094647568e-02 -3.856800196509748650e-03 -1.440332387567399564e-01 -1.765476431470135721e-01 -1.755026705172487989e-01 -2.360745874666525246e-01 -3.414186282673525308e-01 -2.003702988344374658e-02 -6.561824347178549233e-02 -1.908029637846530846e-01 -3.035312644453718733e-01 -1.383082088530083152e-02 3.856140674987344318e-03 -3.002468744805871226e-01 -8.326462838085199603e-02 -2.071979372689364551e-01 -2.034350183226766029e-01 -3.752212127024766308e-02 -2.386118411488847846e-01 -1.651728672754620431e-01
1.276110476560918527e-01 1.540725962589495901e-01 -3.757021876151248052e-03 -6.790371259079776289e-02 -2.948339175628526126e-02 -6.326209801214575934e-02 -1.243498292587709164e-01 1.558261061721918916e-01 9.864863669638664068e-02 -6.748307777924091033e-02 -1.099439683158437014e-01 1.457997794704793126e-01 1.422284801322360459e-01 -1.770876903298980731e-01 8.050480598607445692e-02 -1.563886927429631798e-02 -1.743390769400235060e-02 1.284818196225094022e-01 -8.376010329299533874e-02 1.867681768703201078e-03
3.054673394402580566e-01 2.910378969359390666e-01 9.066446776757210169e-02 1.666059577134301056e-02 1.115753842231631682e-01 1.181290298485636742e-01 9.344586803551380161e-02 3.149543594514642164e-01 2.167803797025825985e-01 3.590774744183419798e-02 7.398713853976171539e-02 2.984475890706227985e-01 2.438077998543149993e-01 -7.870134927616043163e-02 2.387742798789971033e-01 1.806599198998689038e-01 1.594754029735058753e-01 2.677268959223494948e-01 4.870284668840977466e-02 1.614316656191523702e-01
4.766301225058230950e-01 3.887429015754636508e-01 1.323140977939187279e-01 9.315099242024625636e-02 2.680844409653831417e-01 3.231540373089961116e-01 3.061316867400277753e-01 4.312372916600422101e-01 2.784100938529818769e-01 1.334381490210767018e-01 2.622917525475482736e-01 4.379512464405704852e-01 2.987551094703270183e-01 3.511585396748096409e-03 4.099935222670753054e-01 3.912480491217946721e-01 3.172327422924813289e-01 3.671923708743563552e-01 1.630061586029185605e-01 3.251785813518630608e-01
6.268685817642550839e-01 4.186093013461783530e-01 1.317509145283386751e-01 1.915938663390974184e-01 4.667796549312344667e-01 5.582582324110003658e-01 4.784026589042451039e-01 4.630345927048120092e-01 2.949661921640054918e-01 2.548156054243262414e-01 4.690764070814197884e-01 5.432164392852464330e-01 2.976146395175457426e-01 8.945950052590855017e-02 6.189464917123932430e-01 6.174011449583725053e-01 4.253823595789039125e-01 4.136375514647754881e-01 2.759589821116036901e-01 5.087515639459820882e-01
7.113375867294061683e-01 3.558445480065964284e-01 1.336942066446404065e-01 3.531624966042484770e-01 7.354835322894021088e-01 7.925817203512548481e-01 5.216641165685571568e-01 3.883205549816157176e-01 3.244340773385616661e-01 4.404388944979282794e-01 6.900885503608453764e-01 5.672872059642827258e-01 2.459949514051818775e-01 2.140984766032296982e-01 8.957158240660622051e-01 8.294871901481832843e-01 4.253456103398142174e-01 4.150075028265267640e-01 4.242525359116628980e-01 7.229581172307083525e-01
6.406290011115333138e-01 2.217591040120458767e-01 2.156881151149354636e-01 6.277976606363415701e-01 1.072791519327141119e+00 8.918843599775615472e-01 3.284336328424031226e-01 2.852944020840662565e-01 4.597094047143154283e-01 7.203237002440209258e-01 8.576007997905750191e-01 4.450216797893852272e-01 1.944126411760810913e-01 4.234850082178880371e-01 1.258851108165698118e+00 9.206931248014434965e-01 2.568673719939343902e-01 4.336923925209557051e-01 6.609212554005167162e-01 9.406330584752301549e-01
3.253986108307009295e-01 1.319004713242016569e-01 4.574171521260002038e-01 1.066841547954138214e+00 1.330341930928039318e+00 5.864743647807573179e-01 -1.788789435518263818e-02 3.300725875726083780e-01 7.773698362480128132e-01 1.053581544072722753e+00 7.811114455100398590e-01 1.730253896545994041e-01 2.487435448997188658e-01 7.710350494282506295e-01 1.633596985251904998e+00 6.725478915211844377e-01 -2.873655999184897974e-02 5.702206459396829130e-01 1.033485782577704182e+00 1.017831918666901814e+00
